id;City;Type;Adress;Name;Geo_spot1;Geo_spot2
c3a7f288711a1ac90b52f7806f3ed993aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Октябрь;Октябрь;55.785827;37.481702
2396d43590ea8e32185e7a963b9b92e9aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК AFI Park Воронцовский;AFI Park Воронцовский;55.662913;37.537874
fc2a43c0e5b41c5e39cf1c0ba5d9967eaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Alcon Tower / Алкон III;Alcon Tower / Алкон III;55.78526;37.568129
abbe3d360cfc7c65c3ca62a1de1c4f94aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Allegoria Mosca;Allegoria Mosca;55.743507;37.600558
14746dc8653e80be8d3388b32763f7e2aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Ambassador Golf Club Residence;Ambassador Golf Club Residence;55.722918;37.516233
86a799bb5138e75179dfd1ffbd35c02eaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Baires;Baires;55.807623;37.489392
b8bba49f16de8a331f31a9a457bed6ddaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Balchug Viewpoint;Balchug Viewpoint;55.746831;37.628163
8977f70296515ed6432402739395c79faparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Cameo;Cameo;55.77594;37.600576
79d45cdc717eb6935203cc19cb5e2ca6aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Carre Blanc;Carre Blanc;55.746051;37.6077
7670e868d4bfcf1721c9c396ef1a601baparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Chkalov;Chkalov;55.755875;37.659955
6e2ac7817f1ce991eed04b02ed8c6ca6aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Citimix;Citimix;55.661176;37.453333
65a188a1770bcc9348a2aea8201c9ba7aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Cleverland;Cleverland;55.840037;37.582808
efdf41a08b7823d258de66af2d9aa8daaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Cloud Nine;Cloud Nine;55.740482;37.617869
71433056a78433da017d323d4b700f48aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Din Haus;Din Haus;55.793298;37.578585
6ce45e245f69442f70eb830c82cdc012aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Edison House;Edison House;55.772107;37.576681
4fee0f751548beb1313cc959a31461afaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Fairmont & Vesper Residences;Fairmont & Vesper Residences;55.770892;37.59542
408d137d5a93ad13919de1063184af25aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК GloraX Aura Belorusskaya / I'M Тверская;GloraX Aura Belorusskaya / I'M Тверская;55.78318;37.585449
6a7e1f60c6cfccebcd0f670221d6fcecaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК HighWay;HighWay;55.723729;37.686617
c72a2a4d0d538fcf3e9235380cb8f1f7aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Hill8;Hill8;55.807643;37.63544
5e0dc3ee1e8d54fc7e8afcb15011339aaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК I'M / На Шлюзовой набережной / TIUM;I'M / На Шлюзовой набережной / TIUM;55.731353;37.647378
f0a66e53fc721a91762dd59513af9710aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК IQ-Квартал (СиТер);IQ-Квартал (СиТер);55.747606;37.534721
3bd0b2dab3f64a862733b548cf1c9bf3aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Jazz;Jazz;55.794082;37.611581
f4db4f492ddeab560e4dbf14ea8f2eb6aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК KAZAKOV Grand Loft;KAZAKOV Grand Loft;55.763726;37.659829
65ead21a85e19147f46c1f5dfb228d88aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Kuznetsky Most 12;Kuznetsky Most 12;55.761654;37.621157
114c218845b1702c77ef9c87ec2efd70aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК LES;LES;55.612553;37.517994
05531169ab81e949bae1be252783759aaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Level Амурская;Level Амурская;55.808695;37.759318
23a6c3f2f9bf9d150e6bd227917ff16caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Level Донской;Level Донской;55.707791;37.607008
b9a32a9a36f7ff19f14056998d444371aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Level Павелецкая;Level Павелецкая;55.722715;37.645797
1ce01dda543e68369c43e565e3152c55aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Level Стрешнево;Level Стрешнево;55.825785;37.413475
5e4c09d29cf6b3f4b17472bfed51de3daparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Life&Activity;Life&Activity;55.778973;37.512164
9af87562515fc22a8270d5a6aef543b2aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Lumin;Lumin;55.752506;37.635628
68ab882917dfb70a5d33d73b6bd5da1caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Lunar;Lunar;55.704164;37.571785
7f75763e3137d4eec7fe117731728595aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Magnum;Magnum;55.722142;37.618569
cd9e4e74bea51f20f72f7f8c2a0c7bf2aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК MAINSTREET;MAINSTREET;55.72816;37.451016
fb559a67a7675654c14c078a1006289eaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Mandarin Oriental;Mandarin Oriental;55.746248;37.615506
79af8a04f8c983632469a4827ef078a3aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Match Point;Match Point;55.7359;37.500028
44274223ab9de0c7718951308d5d05f5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Mitte;Mitte;55.724048;37.644522
2f02a0ac612eb87d4eac2c1821b98603aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Mod;Mod;55.79853;37.624795
fcb24e9bd54a3e9db21f44f4815101edaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК MONODOM;MONODOM;55.745326;37.685638
8b8be3a7ea854f80b6fe067e28f4ce75aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК MONODOM Family;MONODOM Family;55.8398;37.511877
3e64c13dc6aae3bd0560c79b060e41fdaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК MONODOM Lake;MONODOM Lake;55.8398;37.511877
90eed5f89ca80e76c6985fa645f09ae8aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК N`ICE LOFT;N`ICE LOFT;55.729752;37.697379
69ee0a123ae91537fc2e3f33965e2cafaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Nabokov;Nabokov;55.740249;37.604852
81c289a201960053ce1a5e2d25690a7caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Neva Towers;Neva Towers;55.751285;37.534829
66bd9b9701f24489a038b4818b249405aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Nord;Nord;55.920547;37.541162
3093e6ecf7cf5fe1e7fbfe7a7c828fb1aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК NOVA Алексеевская;NOVA Алексеевская;55.809813;37.643938
8bf81e3f0a380adc804660a4678f369baparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК ONLY;ONLY;55.754096;37.512559
5ae17c8f6cbe5cc95611866ba0cc7d5caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК ORDYNKA;ORDYNKA;55.735297;37.62616
408af0b8d7eb3217715130a176eff772aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК PerovSky / Перовский;PerovSky / Перовский;55.763903;37.798367
b721b31606a94d629ec97b5887486bf5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК PLAY;PLAY;55.70948;37.624013
65150e2b35df1f931f7a831284ef2d89aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Red7;Red7;55.771115;37.643686
00a76da54c79b295352ce425ab64e338aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Residence Hall Шаболовский;Residence Hall Шаболовский;55.71628;37.61397
efb402da38a7bdcb836ba30b85f0a4aaaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК River Park;River Park;55.745007;37.521201
3ef29e7bc26e9e8cef3aa3a4639aaa54aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК River Park (Фаза 2);River Park (Фаза 2);55.745007;37.521201
5a828591b01f619a995363b917f10ffaaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК River Residence / BOR (Бор);River Residence / BOR (Бор);55.735515;37.56733
7f3e21b88f034c950c7e3110cae635c1aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Roza Rossa Boutique Hotel & Apartments;Roza Rossa Boutique Hotel & Apartments;55.736914;37.583868
58ab18a0a10c862131b8c9c06a8031d5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Silver / Резиденции кинематографистов;Silver / Резиденции кинематографистов;55.848114;37.650693
4b5f443300db2ef80ec46cda21fa434eaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Sky View;Sky View;55.759755;37.574911
cff8a2df1336a8babd2047ae3a36f99baparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК SLAVA;SLAVA;55.780304;37.581676
91765581020655d135a447a16a2f4cceaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Soho+Noho / 1+1;Soho+Noho / 1+1;55.785782;37.58579
37340afb6b3832c8c9305da60ef171c4aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Story;Story;55.707527;37.655912
d022b2dc12e65248ce6d5bc90517df36aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Tatlin Apartments;Tatlin Apartments;55.773707;37.6797
49ade2e1ce668447cd88428bd59fa59aaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК TITUL на Серебрянической;TITUL на Серебрянической;55.749719;37.650406
179a2784246fc585d654ce9dfefcc7f3aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Voxhall;Voxhall;55.726953;37.643345
28d566e5650770ea5070581a8cbd6fc7aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Wellton Gold;Wellton Gold;55.772973;37.473069
13f825c11f1f353f007b9ef394efc551aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК YES;YES;55.842438;37.373356
0565da42c12206ad9ca9d9d40e0b0115aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК YES Technopark;YES Technopark;55.694292;37.665713
333235bf732e1767f57b2eb5ab140031aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК YES Ботанический сад;YES Ботанический сад;55.844015;37.642348
4b794ba03b525e3c95d95f7bf9a63f56aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Амарант;Амарант;55.728895;37.636212
7f56e7d721e6986e0f62854fd2f59330aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Барбарис;Барбарис;55.879975;37.597324
f4e4e8fd20ea4ef44fe448455f522e78aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Басманный, 5;Басманный, 5;55.771211;37.658221
c65e2c2675e5b339aa2f1feb1d4de960aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Большая Дмитровка IX;Большая Дмитровка IX;55.761254;37.613449
55a7ea3ce2e614adec60c292b337b920aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Букинист;Букинист;55.653649;37.530103
404350f40385121e9fe090fc224aee5eaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Влюблино;Влюблино;55.670041;37.773771
340d89adea4604d5e22037126be8861daparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Водный;Водный;55.841023;37.494315
ff40658e8180aeb6884ccf75cfb1ec9daparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Волга;Волга;55.774553;37.641566
038175f7e3d85f7a2ae9a581ac8d31a2aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Волоколамское 24;Волоколамское 24;55.812044;37.484649
521128201d02f00a4e18c58b54015156aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Воробьев Дом;Воробьев Дом;55.727724;37.535987
1f6fdcf7355f3eb8adf34438c9b1e7cfaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК ВТБ Арена парк;ВТБ Арена парк;55.789451;37.568336
73df976ae4ec0f2104056653e93d1a42aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Город;Город;55.878798;37.539149
16e6d4c0612f96f753cee1654a222375aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Данилов Дом;Данилов Дом;55.709267;37.618129
8f53735361b244f329ef8577a8da3ec3aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Движение. Тушино;Движение. Тушино;55.822144;37.437182
c975d1edfd7688756fdf5943fc813ad0aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Долгоруковская 25;Долгоруковская 25;55.776077;37.602382
279880b8c624a2acc76f4adcf8c641e1aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Дом 128;Дом 128;55.630146;37.514572
11432d1aa146930d2b227797268e32ddaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Дом на Сретенке;Дом на Сретенке;55.770223;37.637874
0c1bf45746875b5ea07000922c28cc85aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Донской квартал;Донской квартал;55.704068;37.613332
8afdc1ad2d8756ad98b3bca8e89e3ab4aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Досфлота 10;Досфлота 10;55.845365;37.458589
a79640b9dff0e9bc84a3fb237657166aaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Золоторожский;Золоторожский;55.751903;37.686033
9d2037587a9359935e02c9dd0d7cb486aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Зорге 9;Зорге 9;55.783013;37.508355
735fa421588e5c1c6e8eb8fc9715cb36aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Измайловский парк;Измайловский парк;55.792863;37.74163
138f7e855aeb15e80c3f74d186e78d1faparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Искра-парк;Искра-парк;55.790378;37.550046
2d3ef46fbffa77a73a88c888d16d0ff7aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Клубный дом Рублево;Клубный дом Рублево;55.813131;37.380902
3d28709cf1f3e8ad00340bd7dc69f782aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Клубный дом Стрешнево;Клубный дом Стрешнево;55.825694;37.413206
f6fa27c1c56246972ea67f1de3946797aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Лаврский / Clasico;Лаврский / Clasico;55.777661;37.621902
4181dccca32324c5a211bfacb278e4acaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Лайнер;Лайнер;55.789396;37.536832
2be7f950954f9f0b079ca01c72d39a42aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Ландыши;Ландыши;55.649362;37.497459
d9c5a9887cc2b856b7270335e4927e73aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Легендарный квартал на Березовой аллее;Легендарный квартал на Березовой аллее;55.849928;37.62431
000fe19da9069595b5a70361bc048cd5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Ленинский 38;Ленинский 38;55.704423;37.572207
601c2d6b409ccfec5df76f98bf9031dcaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Летний Сад;Летний Сад;55.880268;37.54162
0383a3443fd5685adbbee736755c00bbaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Любовь и голуби;Любовь и голуби;55.863242;37.534703
6c4331ddd3929f924a3caf77d17da844aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Метрополия;Метрополия;55.719886;37.690381
956f8e6b83a8a29fa596f9849da4d0bfaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Мир Митино;Мир Митино;55.861853;37.37297
9696b8083f6ebe0e8118dab3d35ff677aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Мосфильмовская / Штаб-квартира на Мосфильмовской;Мосфильмовская / Штаб-квартира на Мосфильмовской;55.711108;37.50434
3ab9b1b5989e63dcf086e699dccf019caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК МФК Зарядье;МФК Зарядье;55.752526;37.632269
abb20a74c80e1de2e6fb8087bdd6977daparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Мята;Мята;55.770821;37.517976
bc99b3f97b222b42fa23958fe57088ccaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Нахимов;Нахимов;55.670554;37.581766
2886cebb32dc7b6da6727ece1f218c74aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Нахимовский 21;Нахимовский 21;55.664253;37.596624
a4d2a292ac4f1c87e700efa17d76c649aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Невский;Невский;55.835518;37.495779
f1312864196cc87cd2bb2729c9d530b0aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Новоданиловская 8;Новоданиловская 8;55.696778;37.624588
5a35ee266cc1512e19611b79133c270aaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Нормандия;Нормандия;55.882581;37.682979
e7e93f7d0cd59479198f0c810ede2ef5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Отражение;Отражение;55.805305;37.617159
4e27935d53ca12c26add29d453129d91aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Парк легенд;Парк легенд;55.701399;37.646004
165e92468b2e1afc040f66eba21c7d32aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Перец;Перец;55.86348;37.355336
1a58a243bd01003ba51b43830c223697aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Пироговская 14;Пироговская 14;55.728358;37.567419
ccbc0a50bfa6b214f4a5e37c64ce05c8aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Поклонная 9;Поклонная 9;55.73441;37.526196
db4bc34170657483949f32b4c7e47343aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Правда;Правда;55.78851;37.584874
36846fe71dfdc5c63db929ca27c6b0eaaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Пресненский вал 21;Пресненский вал 21;55.77157;37.568911
1241232dddf0bb2604b7bf5ca917d372aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Пресня Сити / Хрустальные башни;Пресня Сити / Хрустальные башни;55.770552;37.564581
d489c3404e3857a88581e5c3a120c8deaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Резиденции архитекторов;Резиденции архитекторов;55.779373;37.700154
0dbc31b4066cc37a6c0c254e25086c79aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Резиденции Композиторов / AFI Residence Paveletskaya;Резиденции Композиторов / AFI Residence Paveletskaya;55.710134;37.645285
8549d93922231768794da839153d1786aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Резиденция на Покровском бульваре;Резиденция на Покровском бульваре;55.756584;37.647531
a661f99f85d7808c94165bf825262e95aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Резиденция Сокольники;Резиденция Сокольники;55.794401;37.654251
e7bbe9a1abe7ffb5d064ca374efcf95baparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Резиденция Тверская;Резиденция Тверская;55.770841;37.591207
82148eaf7a9c2dcf3238db83de0c6b48aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Савеловский Сити;Савеловский Сити;55.803788;37.590964
8282c6f966eeb4ab452bb8939be1b71caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Сердце столицы;Сердце столицы;55.762996;37.512676
310e3de09b2b2392077e5ca8891cf83baparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Серебряный фонтан;Серебряный фонтан;55.808042;37.648052
1778c12eaa169cdac8e98ddd8e3c900caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Смольная 44;Смольная 44;55.869349;37.473869
d509c2a60c52659318703896a217df39aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Сокольнический вал 1;Сокольнический вал 1;55.794269;37.653083
8063f81bcf7985c4564945ab7000196caparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК ТехноПарк;ТехноПарк;55.689842;37.657808
65157e926110a3a8645a0863f4720ccdaparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Фили Град;Фили Град;55.755702;37.508679
4442f6b6ea18f364d61aa05a109a76e5aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Фили Град-2;Фили Град-2;55.755702;37.508679
67c4a67aae0bbec8970fa4a49d0a3390aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Царицыно - 2;Царицыно - 2;55.605221;37.653846
b882cec739f8547f89a646da83b2e4d4aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Царская площадь;Царская площадь;55.785118;37.56194
02b8d61e77b707fac20b9c59e5d67281aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Цвет 32;Цвет 32;55.772831;37.622549
2b30391a2a72869e919b085cfc8b2605aparts_moscow;г.Москва;moscow_aparts;г.Москва, ЖК Янтарь-Apartments;Янтарь-Apartments;55.872087;37.473842
003bc505ecd0ca2ce4bbfe10c2003fbeflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Счастье на Семеновской;Счастье на Семеновской;55.77879;37.724229
0383a3443fd5685adbbee736755c00bbflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Любовь и голуби;Любовь и голуби;55.863242;37.534703
053f71617af6a7bf7a09128c6879bb2fflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Big Time;Big Time;55.772441;37.497665
05531169ab81e949bae1be252783759aflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Level Амурская;Level Амурская;55.808695;37.759318
06bdcbfce587340799b8383bab468afeflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Holland park;Holland park;55.813991;37.4288
06f7971e81b4c069c0c0ab08e93d83fdflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Дом на Котельнической набережной 21 / Симфония набережных;Дом на Котельнической набережной 21 / Симфония набережных;55.743517;37.644737
0894ebcb67607099894292879c2a3817flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Счастье в Лианозово / Дом на Абрамцевской;Счастье в Лианозово / Дом на Абрамцевской;55.895494;37.574911
08b5f144f718317a5e7d8673b72a659eflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Bunin;Bunin;55.741049;37.577427
08f168596ed92915f1045705e4e18edeflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Wellton Park;Wellton Park;55.774056;37.472036
0976217b279bd735d8a448413f35e6e2flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Река;Река;55.692495;37.484199
0c586e10d6b4b000ee8ac5ae5b96ecc4flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Квартал на Никулинской;Квартал на Никулинской;55.66864;37.466799
0dbb9f3cb672ab725870cffd37016bcfflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Каширка.LIKE / Ваниль;Каширка.LIKE / Ваниль;55.642062;37.677957
0dbc31b4066cc37a6c0c254e25086c79flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Резиденции Композиторов / AFI Residence Paveletskaya;Резиденции Композиторов / AFI Residence Paveletskaya;55.710134;37.645285
0e7026531ea3d1e04643592761f15238flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Дмитриевский / На ул. Наташи Качуевской;Дмитриевский / На ул. Наташи Качуевской;55.712457;37.879647
0ee7e328fe96476717537318dcdc0581flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Преображение;Преображение;55.811801;37.740327
0ff085cf9644a297d84c5e07af2bbb6fflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Счастье на Волгоградке / Есенин Дом;Счастье на Волгоградке / Есенин Дом;55.709754;37.78386
0ff721b00c516c6802c1f7a7deacc795flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Люблинский парк;Люблинский парк;55.66206;37.73156
10296d7c63b2657fc402e7b115c940ffflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Нескучный HOME &SPA;Нескучный HOME &SPA;55.70704;37.59754
108ddc1ff3eef92f4606ba5d52a11675flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Счастье в Царицыно / Меридиан-Дом;Счастье в Царицыно / Меридиан-Дом;55.628032;37.667582
115283f128ad388a3476a866c1801cf8flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Черняховского 19;Черняховского 19;55.809014;37.540147
1241232dddf0bb2604b7bf5ca917d372flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Пресня Сити / Хрустальные башни;Пресня Сити / Хрустальные башни;55.770552;37.564581
139d38b41b0780298fb0a6a83bc79f3cflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Н74;Н74;55.732676;37.712399
13d827ab38f921b971de3db53e51d62dflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Дыхание;Дыхание;55.81735;37.572639
13ef87fd3883bcac7c0ada73c23cf898flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК 20&20;20&20;55.713152;37.596273
145aa73795e8e53f0553bbaad8647d3aflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Сенатор;Сенатор;55.814148;37.634281
151a809b285a2dad57f38b12b0025428flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Байконур;Байконур;55.709454;37.590623
15a8000285bb8257893083157c18de60flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Счастье в Кусково / Дом в Кусково;Счастье в Кусково / Дом в Кусково;55.735353;37.82661
15d67fcbcf6f4361a52e70dc466bc1b7flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Sydney city;Sydney city;55.767671;37.502301
162f244d937ec578f5e0e62cd65d9491flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Символ;Символ;55.751376;37.694962
17166cb421ff122b9cf2e9c4b798c21dflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Геометрия / Дом на Душинской улице;Геометрия / Дом на Душинской улице;55.745635;37.704709
179a2784246fc585d654ce9dfefcc7f3flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Voxhall;Voxhall;55.726953;37.643345
186996532fd63566ec4464cacfeb89adflats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Barkli Residence;Barkli Residence;55.710489;37.605041
18b1518fec92907a1f3f0f2af811d795flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК MYPRIORITY Basmanny;MYPRIORITY Basmanny;55.772046;37.689285
18c971689ec389bf9fefa16a804bb244flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Домашний;Домашний;55.645695;37.705356
19a8fdb85e0977c2d98e1e8b9f067555flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК High Life;High Life;55.725666;37.645456
1a3cc11ac00277dacb5f333d25f39691flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК TITUL на Якиманке;TITUL на Якиманке;55.735616;37.616117
1ae857722b4c970035a179334b8b2702flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК UNO. Старокоптевский;UNO. Старокоптевский;55.834886;37.519836
1afc98df82fb58b26e0370ea5d3aa991flats_moscow;г.Москва;moscow_flats;г.Москва, ЖК Волжский парк;Волжский парк;55.719627;37.723385
